code,l1,l2,desc,l1_desc,l2_desc
35R12,35,35Rxx,Impulsive partial differential equations,Partial differential equations,"Miscellaneous topics in partial differential equations {For equations on manifolds, see 32Wxx, 58Jxx; for manifolds of solutions, see 58Bxx; for stochastic PDEs,"
35R13,35,35Rxx,Fuzzy partial differential equations,Partial differential equations,"Miscellaneous topics in partial differential equations {For equations on manifolds, see 32Wxx, 58Jxx; for manifolds of solutions, see 58Bxx; for stochastic PDEs,"
35R15,35,35Rxx,"PDEs on infinite-dimensional (e.g., function) spaces (= PDEs in infinitely many variables) [See also 46Gxx,",Partial differential equations,"Miscellaneous topics in partial differential equations {For equations on manifolds, see 32Wxx, 58Jxx; for manifolds of solutions, see 58Bxx; for stochastic PDEs,"
35R20,35,35Rxx,"Operator partial differential equations (= PDEs on finite-dimensional spaces for abstract space valued functions) [See also 34Gxx, 47A50, 47D03, 47D06, 47D09, 47H20, 47Jxx]",Partial differential equations,"Miscellaneous topics in partial differential equations {For equations on manifolds, see 32Wxx, 58Jxx; for manifolds of solutions, see 58Bxx; for stochastic PDEs,"
35R25,35,35Rxx,Ill-posed problems for PDEs,Partial differential equations,"Miscellaneous topics in partial differential equations {For equations on manifolds, see 32Wxx, 58Jxx; for manifolds of solutions, see 58Bxx; for stochastic PDEs,"
35R30,35,35Rxx,Inverse problems for PDEs,Partial differential equations,"Miscellaneous topics in partial differential equations {For equations on manifolds, see 32Wxx, 58Jxx; for manifolds of solutions, see 58Bxx; for stochastic PDEs,"
35R35,35,35Rxx,Free boundary problems for PDEs,Partial differential equations,"Miscellaneous topics in partial differential equations {For equations on manifolds, see 32Wxx, 58Jxx; for manifolds of solutions, see 58Bxx; for stochastic PDEs,"
35R37,35,35Rxx,Moving boundary problems for PDEs,Partial differential equations,"Miscellaneous topics in partial differential equations {For equations on manifolds, see 32Wxx, 58Jxx; for manifolds of solutions, see 58Bxx; for stochastic PDEs,"
35R45,35,35Rxx,Partial differential inequalities and systems of partial differential inequalities,Partial differential equations,"Miscellaneous topics in partial differential equations {For equations on manifolds, see 32Wxx, 58Jxx; for manifolds of solutions, see 58Bxx; for stochastic PDEs,"
35R50,35,35Rxx,PDEs of infinite order,Partial differential equations,"Miscellaneous topics in partial differential equations {For equations on manifolds, see 32Wxx, 58Jxx; for manifolds of solutions, see 58Bxx; for stochastic PDEs,"
35R60,35,35Rxx,"PDEs with randomness, stochastic partial differential equations [See also 60H15]",Partial differential equations,"Miscellaneous topics in partial differential equations {For equations on manifolds, see 32Wxx, 58Jxx; for manifolds of solutions, see 58Bxx; for stochastic PDEs,"
35R70,35,35Rxx,PDEs with multivalued right-hand sides,Partial differential equations,"Miscellaneous topics in partial differential equations {For equations on manifolds, see 32Wxx, 58Jxx; for manifolds of solutions, see 58Bxx; for stochastic PDEs,"
35R99,35,35Rxx,"None of the above, but in this section",Partial differential equations,"Miscellaneous topics in partial differential equations {For equations on manifolds, see 32Wxx, 58Jxx; for manifolds of solutions, see 58Bxx; for stochastic PDEs,"
35S05,35,35Sxx,"Pseudodifferential operators as generalizations of partial differential operators [See also 32W25, 47G30, 47L80,",Partial differential equations,"Pseudodifferential operators and other generalizations of partial differential operators {For operator theory, see 47G30, 58J40}"
35S10,35,35Sxx,Initial value problems for PDEs with pseudodifferential operators,Partial differential equations,"Pseudodifferential operators and other generalizations of partial differential operators {For operator theory, see 47G30, 58J40}"
35S15,35,35Sxx,Boundary value problems for PDEs with pseudodifferential operators,Partial differential equations,"Pseudodifferential operators and other generalizations of partial differential operators {For operator theory, see 47G30, 58J40}"
35S16,35,35Sxx,Initial-boundary value problems for PDEs with pseudodifferential operators,Partial differential equations,"Pseudodifferential operators and other generalizations of partial differential operators {For operator theory, see 47G30, 58J40}"
35S30,35,35Sxx,"Fourier integral operators applied to PDEs [See also 43A32, 58J40]",Partial differential equations,"Pseudodifferential operators and other generalizations of partial differential operators {For operator theory, see 47G30, 58J40}"
35S35,35,35Sxx,"Topological aspects for pseudodifferential operators in context of PDEs: intersection cohomology, stratified",Partial differential equations,"Pseudodifferential operators and other generalizations of partial differential operators {For operator theory, see 47G30, 58J40}"
35S50,35,35Sxx,Paradifferential operators as generalizations of partial differential operators in context of PDEs,Partial differential equations,"Pseudodifferential operators and other generalizations of partial differential operators {For operator theory, see 47G30, 58J40}"
35S99,35,35Sxx,"None of the above, but in this section",Partial differential equations,"Pseudodifferential operators and other generalizations of partial differential operators {For operator theory, see 47G30, 58J40}"
37A05,37,37Axx,Dynamical aspects of measure-preserving transformations,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Ergodic theory [See also 28Dxx]
37A10,37,37Axx,Dynamical systems involving one-parameter continuous families of measure-preserving transformations,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Ergodic theory [See also 28Dxx]
37A15,37,37Axx,General groups of measure-preserving transformations and dynamical systems [See mainly 22Fxx],"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Ergodic theory [See also 28Dxx]
37A17,37,37Axx,Homogeneous flows [See also 22Fxx],"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Ergodic theory [See also 28Dxx]
37A20,37,37Axx,"Algebraic ergodic theory, cocycles, orbit equivalence, ergodic equivalence relations","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Ergodic theory [See also 28Dxx]
37A25,37,37Axx,"Ergodicity, mixing, rates of mixing","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Ergodic theory [See also 28Dxx]
37A30,37,37Axx,"Ergodic theorems, spectral theory, Markov operators {For operator ergodic theory, see mainly 47A35}","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Ergodic theory [See also 28Dxx]
37A35,37,37Axx,"Entropy and other invariants, isomorphism, classification in ergodic theory","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Ergodic theory [See also 28Dxx]
37A40,37,37Axx,Nonsingular (and infinite-measure preserving) transformations,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Ergodic theory [See also 28Dxx]
37A44,37,37Axx,Relations between ergodic theory and number theory [See also 11Kxx],"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Ergodic theory [See also 28Dxx]
37A46,37,37Axx,Relations between ergodic theory and harmonic analysis,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Ergodic theory [See also 28Dxx]
37A50,37,37Axx,"Dynamical systems and their relations with probability theory and stochastic processes [See also 60Fxx,","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Ergodic theory [See also 28Dxx]
37A55,37,37Axx,Dynamical systems and the theory of C ∗ -algebras [See mainly 46L55],"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Ergodic theory [See also 28Dxx]
37A60,37,37Axx,Dynamical aspects of statistical mechanics [See also 82Cxx],"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Ergodic theory [See also 28Dxx]
37A99,37,37Axx,"None of the above, but in this section","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Ergodic theory [See also 28Dxx]
37B02,37,37Bxx,Dynamics in general topological spaces,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Topological dynamics
37B05,37,37Bxx,"Dynamical systems involving transformations and group actions with special properties (minimality, distality,","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Topological dynamics
37B10,37,37Bxx,Symbolic dynamics,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Topological dynamics
37B15,37,37Bxx,"Dynamical aspects of cellular automata {For computational aspects, see 68Q80}","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Topological dynamics
37B20,37,37Bxx,Notions of recurrence and recurrent behavior in topological dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Topological dynamics
37B25,37,37Bxx,Stability of topological dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Topological dynamics
37B30,37,37Bxx,"Index theory for dynamical systems, Morse-Conley indices","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Topological dynamics
37B35,37,37Bxx,"Gradient-like behavior; isolated (locally maximal) invariant sets; attractors, repellers for topological dynamical systems","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Topological dynamics
37B40,37,37Bxx,Topological entropy,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Topological dynamics
37B45,37,37Bxx,Continua theory in dynamics,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Topological dynamics
37B51,37,37Bxx,Multidimensional shifts of finite type,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Topological dynamics
37B52,37,37Bxx,Tiling dynamics,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Topological dynamics
37B55,37,37Bxx,Topological dynamics of nonautonomous systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Topological dynamics
37B65,37,37Bxx,"Approximate trajectories, pseudotrajectories, shadowing and related notions for topological dynamical systems","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Topological dynamics
37B99,37,37Bxx,"None of the above, but in this section","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Topological dynamics
37C05,37,37Cxx,Dynamical systems involving smooth mappings and diffeomorphisms,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Smooth dynamical systems: general theory [See also 34Cxx, 34Dxx]"
37C10,37,37Cxx,Dynamics induced by flows and semiflows,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Smooth dynamical systems: general theory [See also 34Cxx, 34Dxx]"
37C15,37,37Cxx,"Topological and differentiable equivalence, conjugacy, moduli, classification of dynamical systems","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Smooth dynamical systems: general theory [See also 34Cxx, 34Dxx]"
37C20,37,37Cxx,"Generic properties, structural stability of dynamical systems","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Smooth dynamical systems: general theory [See also 34Cxx, 34Dxx]"
37C25,37,37Cxx,Fixed points and periodic points of dynamical systems; fixed-point index theory; local dynamics,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Smooth dynamical systems: general theory [See also 34Cxx, 34Dxx]"
37C27,37,37Cxx,Periodic orbits of vector fields and flows,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Smooth dynamical systems: general theory [See also 34Cxx, 34Dxx]"
37C29,37,37Cxx,Homoclinic and heteroclinic orbits for dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Smooth dynamical systems: general theory [See also 34Cxx, 34Dxx]"
37C30,37,37Cxx,"Functional analytic techniques in dynamical systems; zeta functions, (Ruelle-Frobenius) transfer operators,","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Smooth dynamical systems: general theory [See also 34Cxx, 34Dxx]"
37C35,37,37Cxx,Orbit growth in dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Smooth dynamical systems: general theory [See also 34Cxx, 34Dxx]"
37C40,37,37Cxx,"Smooth ergodic theory, invariant measures for smooth dynamical systems [See also 37Dxx]","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Smooth dynamical systems: general theory [See also 34Cxx, 34Dxx]"
37C45,37,37Cxx,Dimension theory of smooth dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Smooth dynamical systems: general theory [See also 34Cxx, 34Dxx]"
37C50,37,37Cxx,"Approximate trajectories (pseudotrajectories, shadowing, etc.) in smooth dynamics","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Smooth dynamical systems: general theory [See also 34Cxx, 34Dxx]"
37C55,37,37Cxx,Periodic and quasi-periodic flows and diffeomorphisms,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Smooth dynamical systems: general theory [See also 34Cxx, 34Dxx]"
37C60,37,37Cxx,Nonautonomous smooth dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Smooth dynamical systems: general theory [See also 34Cxx, 34Dxx]"
37C65,37,37Cxx,Monotone flows as dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Smooth dynamical systems: general theory [See also 34Cxx, 34Dxx]"
37C70,37,37Cxx,Attractors and repellers of smooth dynamical systems and their topological structure,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Smooth dynamical systems: general theory [See also 34Cxx, 34Dxx]"
37C75,37,37Cxx,Stability theory for smooth dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Smooth dynamical systems: general theory [See also 34Cxx, 34Dxx]"
37C79,37,37Cxx,"Symmetries and invariants of dynamical systems [See also 34C14, 34K04]","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Smooth dynamical systems: general theory [See also 34Cxx, 34Dxx]"
37C81,37,37Cxx,Equivariant dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Smooth dynamical systems: general theory [See also 34Cxx, 34Dxx]"
37C83,37,37Cxx,"Dynamical systems with singularities (billiards, etc.)","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Smooth dynamical systems: general theory [See also 34Cxx, 34Dxx]"
37C85,37,37Cxx,"Dynamics induced by group actions other than Z and R, and C [See mainly 22Fxx, and also 32M25, 57R30,","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Smooth dynamical systems: general theory [See also 34Cxx, 34Dxx]"
37C86,37,37Cxx,Foliations generated by dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Smooth dynamical systems: general theory [See also 34Cxx, 34Dxx]"
37C99,37,37Cxx,"None of the above, but in this section","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Smooth dynamical systems: general theory [See also 34Cxx, 34Dxx]"
37D05,37,37Dxx,Dynamical systems with hyperbolic orbits and sets,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical systems with hyperbolic behavior
37D10,37,37Dxx,Invariant manifold theory for dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical systems with hyperbolic behavior
37D15,37,37Dxx,Morse-Smale systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical systems with hyperbolic behavior
37D20,37,37Dxx,"Uniformly hyperbolic systems (expanding, Anosov, Axiom A, etc.)","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical systems with hyperbolic behavior
37D25,37,37Dxx,"Nonuniformly hyperbolic systems (Lyapunov exponents, Pesin theory, etc.)","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical systems with hyperbolic behavior
37D30,37,37Dxx,Partially hyperbolic systems and dominated splittings,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical systems with hyperbolic behavior
37D35,37,37Dxx,"Thermodynamic formalism, variational principles, equilibrium states for dynamical systems","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical systems with hyperbolic behavior
37D40,37,37Dxx,"Dynamical systems of geometric origin and hyperbolicity (geodesic and horocycle flows, etc.)","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical systems with hyperbolic behavior
37D45,37,37Dxx,"Strange attractors, chaotic dynamics of systems with hyperbolic behavior","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical systems with hyperbolic behavior
37D99,37,37Dxx,"None of the above, but in this section","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical systems with hyperbolic behavior
37E05,37,37Exx,Dynamical systems involving maps of the interval,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Low-dimensional dynamical systems
37E10,37,37Exx,Dynamical systems involving maps of the circle,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Low-dimensional dynamical systems
37E15,37,37Exx,Combinatorial dynamics (types of periodic orbits),"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Low-dimensional dynamical systems
37E20,37,37Exx,Universality and renormalization of dynamical systems [See also 37F25],"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Low-dimensional dynamical systems
37E25,37,37Exx,Dynamical systems involving maps of trees and graphs,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Low-dimensional dynamical systems
37E30,37,37Exx,Dynamical systems involving homeomorphisms and diffeomorphisms of planes and surfaces,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Low-dimensional dynamical systems
37E35,37,37Exx,Flows on surfaces,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Low-dimensional dynamical systems
37E40,37,37Exx,Dynamical aspects of twist maps,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Low-dimensional dynamical systems
37E45,37,37Exx,Rotation numbers and vectors,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Low-dimensional dynamical systems
37E99,37,37Exx,"None of the above, but in this section","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Low-dimensional dynamical systems
37F05,37,37Fxx,Dynamical systems involving relations and correspondences in one complex variable,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Dynamical systems over complex numbers [See also 30D05, 32H50]"
37F10,37,37Fxx,"Dynamics of complex polynomials, rational maps, entire and meromorphic functions; Fatou and Julia sets","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Dynamical systems over complex numbers [See also 30D05, 32H50]"
37F12,37,37Fxx,Critical orbits for holomorphic dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Dynamical systems over complex numbers [See also 30D05, 32H50]"
37F15,37,37Fxx,Expanding holomorphic maps; hyperbolicity; structural stability of holomorphic dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Dynamical systems over complex numbers [See also 30D05, 32H50]"
37F20,37,37Fxx,Combinatorics and topology in relation with holomorphic dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Dynamical systems over complex numbers [See also 30D05, 32H50]"
37F25,37,37Fxx,Renormalization of holomorphic dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Dynamical systems over complex numbers [See also 30D05, 32H50]"
37F31,37,37Fxx,Quasiconformal methods in holomorphic dynamics; quasiconformal dynamics,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Dynamical systems over complex numbers [See also 30D05, 32H50]"
37F32,37,37Fxx,Fuchsian and Kleinian groups as dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Dynamical systems over complex numbers [See also 30D05, 32H50]"
37F34,37,37Fxx,Teichmüller theory; moduli spaces of holomorphic dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Dynamical systems over complex numbers [See also 30D05, 32H50]"
37F35,37,37Fxx,Conformal densities and Hausdorff dimension for holomorphic dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Dynamical systems over complex numbers [See also 30D05, 32H50]"
37F40,37,37Fxx,Geometric limits in holomorphic dynamics,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Dynamical systems over complex numbers [See also 30D05, 32H50]"
37F44,37,37Fxx,Holomorphic families of dynamical systems; holomorphic motions; semigroups of holomorphic maps,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Dynamical systems over complex numbers [See also 30D05, 32H50]"
37F46,37,37Fxx,Bifurcations; parameter spaces in holomorphic dynamics; the Mandelbrot and Multibrot sets,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Dynamical systems over complex numbers [See also 30D05, 32H50]"
37F50,37,37Fxx,"Small divisors, rotation domains and linearization in holomorphic dynamics","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Dynamical systems over complex numbers [See also 30D05, 32H50]"
37F75,37,37Fxx,"Dynamical aspects of holomorphic foliations and vector fields [See also 32M25, 32S65, 34Mxx]","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Dynamical systems over complex numbers [See also 30D05, 32H50]"
37F80,37,37Fxx,Higher-dimensional holomorphic and meromorphic dynamics,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Dynamical systems over complex numbers [See also 30D05, 32H50]"
37F99,37,37Fxx,"None of the above, but in this section","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Dynamical systems over complex numbers [See also 30D05, 32H50]"
37G05,37,37Gxx,Normal forms for dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Local and nonlocal bifurcation theory for dynamical systems [See also 34C23,"
37G10,37,37Gxx,Bifurcations of singular points in dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Local and nonlocal bifurcation theory for dynamical systems [See also 34C23,"
37G15,37,37Gxx,Bifurcations of limit cycles and periodic orbits in dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Local and nonlocal bifurcation theory for dynamical systems [See also 34C23,"
37G20,37,37Gxx,Hyperbolic singular points with homoclinic trajectories in dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Local and nonlocal bifurcation theory for dynamical systems [See also 34C23,"
37G25,37,37Gxx,Bifurcations connected with nontransversal intersection in dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Local and nonlocal bifurcation theory for dynamical systems [See also 34C23,"
37G30,37,37Gxx,Infinite nonwandering sets arising in bifurcations of dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Local and nonlocal bifurcation theory for dynamical systems [See also 34C23,"
37G35,37,37Gxx,Dynamical aspects of attractors and their bifurcations,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Local and nonlocal bifurcation theory for dynamical systems [See also 34C23,"
37G40,37,37Gxx,"Dynamical aspects of symmetries, equivariant bifurcation theory","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Local and nonlocal bifurcation theory for dynamical systems [See also 34C23,"
37G99,37,37Gxx,"None of the above, but in this section","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Local and nonlocal bifurcation theory for dynamical systems [See also 34C23,"
37H05,37,37Hxx,General theory of random and stochastic dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Random dynamical systems [See also 15B52, 34Fxx, 47B80, 70L05, 82C05,"
37H10,37,37Hxx,"Generation, random and stochastic difference and differential equations [See also 34F05, 34K50, 60H10,","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Random dynamical systems [See also 15B52, 34Fxx, 47B80, 70L05, 82C05,"
37H12,37,37Hxx,Random iteration,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Random dynamical systems [See also 15B52, 34Fxx, 47B80, 70L05, 82C05,"
37H15,37,37Hxx,"Random dynamical systems aspects of multiplicative ergodic theory, Lyapunov exponents [See also 34Fxx,","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Random dynamical systems [See also 15B52, 34Fxx, 47B80, 70L05, 82C05,"
37H20,37,37Hxx,Bifurcation theory for random and stochastic dynamical systems [See also 37Gxx],"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Random dynamical systems [See also 15B52, 34Fxx, 47B80, 70L05, 82C05,"
37H30,37,37Hxx,Stability theory for random and stochastic dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Random dynamical systems [See also 15B52, 34Fxx, 47B80, 70L05, 82C05,"
37H99,37,37Hxx,"None of the above, but in this section","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,","Random dynamical systems [See also 15B52, 34Fxx, 47B80, 70L05, 82C05,"
37J06,37,37Jxx,"General theory of finite-dimensional Hamiltonian and Lagrangian systems, Hamiltonian and Lagrangian","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical aspects of finite-dimensional Hamiltonian and Lagrangian systems
37J11,37,37Jxx,Symplectic and canonical mappings,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical aspects of finite-dimensional Hamiltonian and Lagrangian systems
37J12,37,37Jxx,Fixed points and periodic points of finite-dimensional Hamiltonian and Lagrangian systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical aspects of finite-dimensional Hamiltonian and Lagrangian systems
37J20,37,37Jxx,Bifurcation problems for finite-dimensional Hamiltonian and Lagrangian systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical aspects of finite-dimensional Hamiltonian and Lagrangian systems
37J25,37,37Jxx,Stability problems for finite-dimensional Hamiltonian and Lagrangian systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical aspects of finite-dimensional Hamiltonian and Lagrangian systems
37J30,37,37Jxx,Obstructions to integrability for finite-dimensional Hamiltonian and Lagrangian systems (nonintegrability,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical aspects of finite-dimensional Hamiltonian and Lagrangian systems
37J35,37,37Jxx,"Completely integrable finite-dimensional Hamiltonian systems, integration methods, integrability tests","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical aspects of finite-dimensional Hamiltonian and Lagrangian systems
37J37,37,37Jxx,Relations of finite-dimensional Hamiltonian and Lagrangian systems with Lie algebras and other algebraic,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical aspects of finite-dimensional Hamiltonian and Lagrangian systems
37J38,37,37Jxx,"Relations of finite-dimensional Hamiltonian and Lagrangian systems with algebraic geometry, complex analysis, special functions","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical aspects of finite-dimensional Hamiltonian and Lagrangian systems
37J39,37,37Jxx,"Relations of finite-dimensional Hamiltonian and Lagrangian systems with topology, geometry and differential","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical aspects of finite-dimensional Hamiltonian and Lagrangian systems
37J40,37,37Jxx,"Perturbations of finite-dimensional Hamiltonian systems, normal forms, small divisors, KAM theory, Arnol’d","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical aspects of finite-dimensional Hamiltonian and Lagrangian systems
37J46,37,37Jxx,"Periodic, homoclinic and heteroclinic orbits of finite-dimensional Hamiltonian systems","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical aspects of finite-dimensional Hamiltonian and Lagrangian systems
37J51,37,37Jxx,Action-minimizing orbits and measures for finite-dimensional Hamiltonian and Lagrangian systems; variational principles; degree-theoretic methods,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical aspects of finite-dimensional Hamiltonian and Lagrangian systems
37J55,37,37Jxx,Contact systems [See also 53D10],"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical aspects of finite-dimensional Hamiltonian and Lagrangian systems
37J60,37,37Jxx,Nonholonomic dynamical systems [See also 70F25],"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical aspects of finite-dimensional Hamiltonian and Lagrangian systems
37J65,37,37Jxx,"Nonautonomous Hamiltonian dynamical systems (Painlevé equations, etc.) [See also 34M55]","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical aspects of finite-dimensional Hamiltonian and Lagrangian systems
37J70,37,37Jxx,Completely integrable discrete dynamical systems,"Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical aspects of finite-dimensional Hamiltonian and Lagrangian systems
37J99,37,37Jxx,"None of the above, but in this section","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical aspects of finite-dimensional Hamiltonian and Lagrangian systems
37K06,37,37Kxx,"General theory of infinite-dimensional Hamiltonian and Lagrangian systems, Hamiltonian and Lagrangian","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical system aspects of infinite-dimensional Hamiltonian and Lagrangian
37K10,37,37Kxx,"Completely integrable infinite-dimensional Hamiltonian and Lagrangian systems, integration methods, integrability tests, integrable hierarchies (KdV, KP, Toda, etc.)","Dynamical systems and ergodic theory [See also 26A18, 28Dxx,",Dynamical system aspects of infinite-dimensional Hamiltonian and Lagrangian
